対象品目コード,対象品目名,候補品目コード,候補品目名,根拠
PRCG20_1202050001,玄米,PRCG20_1200550045,農薬,防除コスト
PRCG20_1202050001,玄米,PRCG20_1200650005,軽油,農機燃料
PRCG20_1202050002,精米,PRCG20_1202050001,玄米,主原料
PRCG20_1202050002,精米,PRCG20_1202250001,事業用電力,精米の電力
PRCG20_1202050002,精米,PRCG20_1200650005,軽油,輸送用燃料
PRCG20_1202050003,てん菜,PRCG20_1200550001,化学肥料,施肥コスト
PRCG20_1202050003,てん菜,PRCG20_1200550045,農薬,防除コスト
PRCG20_1202050003,てん菜,PRCG20_1200650005,軽油,農機燃料
PRCG20_1202050004,葉たばこ,PRCG20_1200550001,化学肥料,施肥コスト
PRCG20_1202050004,葉たばこ,PRCG20_1200550045,農薬,防除コスト
PRCG20_1202050004,葉たばこ,PRCG20_1200650005,軽油,農機燃料
PRCG20_1202050005,原乳,PRCG20_1200150083,配合飼料,飼料コスト
PRCG20_1202050005,原乳,PRCG20_2600150027,飼料作物,粗飼料・穀物
PRCG20_1202050005,原乳,PRCG20_1200650005,軽油,農機・搾乳の燃料
PRCG20_1202050006,鶏卵,PRCG20_1200150083,配合飼料,飼料コスト
PRCG20_1202050006,鶏卵,PRCG20_2600150027,飼料作物,穀物飼料
PRCG20_1202050006,鶏卵,PRCG20_1202250001,事業用電力,鶏舎の空調電力
PRCG20_1202050007,牛肉,PRCG20_1200150083,配合飼料,肥育の飼料コスト
PRCG20_1202050007,牛肉,PRCG20_2600150027,飼料作物,穀物飼料
PRCG20_1202050007,牛肉,PRCG20_1202250001,事業用電力,畜舎・処理の電力
PRCG20_1202050008,豚肉,PRCG20_1200150083,配合飼料,肥育の飼料コスト
PRCG20_1202050008,豚肉,PRCG20_2600150027,飼料作物,穀物飼料
PRCG20_1202050008,豚肉,PRCG20_1202250001,事業用電力,畜舎・処理の電力
PRCG20_1202050009,鶏肉,PRCG20_1200150083,配合飼料,肥育の飼料コスト
PRCG20_1202050009,鶏肉,PRCG20_2600150027,飼料作物,穀物飼料
PRCG20_1202050009,鶏肉,PRCG20_1202250001,事業用電力,畜舎・処理の電力
PRCG20_1202050010,丸太,PRCG20_1200650005,軽油,伐出機械の燃料
PRCG20_1202050010,丸太,PRCG20_1200650001,ガソリン,チェンソー等の燃料
PRCG20_1202050010,丸太,PRCG20_1200550001,化学肥料,育林資材
PRCG20_1202050011,干のり,PRCG20_1200650006,Ａ重油,乾燥・船舶燃料
PRCG20_1202050011,干のり,PRCG20_1202250001,事業用電力,加工・冷蔵の電力
PRCG20_1202050011,干のり,PRCG20_1200650005,軽油,船舶燃料
PRCG20_1202050012,塩干・塩蔵品,PRCG20_1200550005,塩,塩蔵の副原料
PRCG20_1202050012,塩干・塩蔵品,PRCG20_1200650006,Ａ重油,漁船・乾燥燃料
PRCG20_1202050012,塩干・塩蔵品,PRCG20_1202250001,事業用電力,冷蔵の電力
PRCG20_1202050013,しらす干し,PRCG20_1200550005,塩,塩蔵の副原料
PRCG20_1202050013,しらす干し,PRCG20_1200650006,Ａ重油,漁船・乾燥燃料
PRCG20_1202050013,しらす干し,PRCG20_1202250001,事業用電力,冷蔵の電力
PRCG20_1202150001,天然ガス,PRCG20_2600550011,液化天然ガス,輸入LNG価格に連動
PRCG20_1202150001,天然ガス,PRCG20_1202250001,事業用電力,採掘・処理の電力
PRCG20_1202150001,天然ガス,PRCG20_1200650005,軽油,掘削機械の燃料
PRCG20_1202150002,砂利,PRCG20_1200650005,軽油,重機・ダンプの燃料
PRCG20_1202150002,砂利,PRCG20_1202250001,事業用電力,選別・洗浄の電力
PRCG20_1202150002,砂利,PRCG20_1200650007,Ｂ重油・Ｃ重油,プラント燃料
PRCG20_1202150003,砕石,PRCG20_1200650005,軽油,重機・ダンプの燃料
PRCG20_1202150003,砕石,PRCG20_1202250001,事業用電力,破砕プラントの電力
PRCG20_1202150003,砕石,PRCG20_1200650007,Ｂ重油・Ｃ重油,プラント燃料
PRCG20_1202150004,石灰石,PRCG20_1200650005,軽油,採掘重機の燃料
PRCG20_1202150004,石灰石,PRCG20_1202250001,事業用電力,破砕・選別の電力
PRCG20_1202150004,石灰石,PRCG20_1200650007,Ｂ重油・Ｃ重油,プラント燃料
PRCG20_1202250001,事業用電力,PRCG20_2600550011,液化天然ガス,LNG火力の燃料
PRCG20_1202250001,事業用電力,PRCG20_2600550009,一般炭,石炭火力の燃料
PRCG20_1202250001,事業用電力,PRCG20_2600550010,原油,石油火力の燃料
PRCG20_1202250001,事業用電力,PRCG20_1200650007,Ｂ重油・Ｃ重油,石油火力の燃料
PRCG20_1202250002,都市ガス,PRCG20_2600550011,液化天然ガス,主原料のLNG
PRCG20_1202250002,都市ガス,PRCG20_2600550006,液化石油ガス,熱量調整用LPG
PRCG20_1202250002,都市ガス,PRCG20_1200650010,液化石油ガス,熱量調整用LPG
PRCG20_1202250003,上水道,PRCG20_1202250001,事業用電力,取水・送水ポンプの電力
PRCG20_1202250003,上水道,PRCG20_1200550002,ソーダ工業製品,浄水用薬品
PRCG20_1202250003,上水道,PRCG20_1200650005,軽油,施設維持の燃料
PRCG20_1202250004,工業用水,PRCG20_1202250001,事業用電力,送水ポンプの電力
PRCG20_1202250004,工業用水,PRCG20_1200550002,ソーダ工業製品,水処理薬品
PRCG20_1202250004,工業用水,PRCG20_1200650005,軽油,施設維持の燃料
PRCG20_1202350001,古紙,PRCG20_1200650005,軽油,回収・輸送の燃料
PRCG20_1202350001,古紙,PRCG20_1202250001,事業用電力,選別・圧縮の電力
PRCG20_1202350001,古紙,PRCG20_2600450004,木材チップ,代替パルプ原料の価格連動
PRCG20_1202350002,鉄屑,PRCG20_1200650005,軽油,回収・輸送の燃料
PRCG20_1202350002,鉄屑,PRCG20_2600350024,鉄鉱石,代替鉄源の価格連動
PRCG20_1202350002,鉄屑,PRCG20_1202250001,事業用電力,シュレッダーの電力
PRCG20_1202350003,銅・アルミニウム屑,PRCG20_2600350008,銅,銅建値に連動
PRCG20_1202350003,銅・アルミニウム屑,PRCG20_2600350009,アルミニウム地金,アルミ相場に連動
PRCG20_1202350003,銅・アルミニウム屑,PRCG20_1200650005,軽油,回収・輸送の燃料
